#IRI                                               ,                                                           sha256
http://sweetontology.net/stateRoleTrust            , 4078a63c7bc1915350a25a7cae10da5dc7a46d999fcdf4d7bbbb53867a09bb96
http://sweetontology.net/stateSolid                , ef5f6e46656829e576c21bd42078b000800e436b0830c2313dab5e7ccfdf001e
http://sweetontology.net/stateSpace                , 5a49764eb06bb822a360d53ad020ee8971142adfc833f1b397f6718caf58c346
http://sweetontology.net/stateSpaceConfiguration   , f7ee32dfab5dc45cf1cb09617587d624290109729da12709bc474f86b6784aa1
http://sweetontology.net/stateSpaceScale           , 98be9affc46d6cdfdd259bbee454046c91365625c431fccdb8dffbcc206253cf
http://sweetontology.net/stateSpectralBand         , a42f829e940587b9fe3dc359a63b211f3bccaca570dcafd6b902086be5f1ab94
http://sweetontology.net/stateSpectralLine         , 5ba4e368058638a4fe2e4cf37eb3ded044a31adef2915e92b3f9ab8bda93a8dd
http://sweetontology.net/stateStorm                , 1cbb24ce87b4b8bc2eb5796dfd750199146f0ba5063f869bd3ce71cd96bf0e8b
http://sweetontology.net/stateSystem               , d65669d6174db1269a3284895c2309c23d2ab6ead3c39aec4eed338cce3ab231
http://sweetontology.net/stateThermodynamic        , 838a8496989e6a41e2ed60f0a6589b4c17e7c289f7d9a0438ab31d50d32ee94a
http://sweetontology.net/stateTime                 , 8a154170210fe723736a5068c9138a3fafdc014130f7501fe2c489648df4c8e7
http://sweetontology.net/stateTimeCycle            , 3ec4e1448473427cdb6a29c242a044d8899dfac3e5bf679c0d92daf1764ccaee
http://sweetontology.net/stateTimeFrequency        , f79a4425b7fd3830c1963a3007c90608d4d9095cdfca758b179429e6b8aadfa2
